1ms_a72_alternating01;1680.483979;1680.201624;1679.919364;1681.802893;1680.578119;1680.672269;1679.449141;1677.852349;1680.107527;1679.543164
1ms_a72_alternating02;1912.655403;1912.289648;1911.314985;1909.490166;1912.045889;1911.314985;1909.247120;1909.247120;1912.899318;1913.143294
1ms_a72_alternating03;1945.903872;1945.651469;1945.777662;1943.508681;1945.020747;1947.166872;1945.651469;1945.399131;1945.777662;1946.030099;1943.634597;1944.894652;1945.399131;1945.020747;1945.399131;1944.390434;1945.903872;1945.777662;1945.399131;1942.879347
1ms_a72_alternating31;2370.791844;2369.668246;2369.481084;2369.293950;2369.668246;2370.229912;2370.229912;2369.293950;2368.919773;2370.042661
1ms_a72_alternating32;2665.245203;2663.647866;2665.778074;2665.067626;2666.488901;2666.133440;2665.245203;2667.377967;2665.778074;2666.488901
1ms_a72_fixed0;1774.098167;1772.525849;1774.412965;1773.993259;1774.203087;1774.832870;1773.888363;1770.956316;1773.259251;1774.517923
1ms_a72_fixed1;2747.818919;2754.251876;2748.574177;2749.707844;2753.114461;2748.951962;2752.356705;2748.763057;2754.441537;2749.896879
1ms_a72_fixed2;3435.639029;3442.340792;3434.262492;3441.550992;3440.169715;3439.183767;3440.169715;3439.183767;3432.887058;3435.245620
1ms_a72_fixed3;3757.279729;3756.338822;3757.044458;3753.988613;3753.988613;3752.345216;3751.172241;3753.753754;3751.406778;3757.750360
