alternating01,3707.594389,3708.281829,3717.011523,3711.952487,3718.393654,3707.594389,3701.418877,3717.241807,3715.170279,3702.560938
alternating02,4181.476061,4184.392217,4166.377335,4183.808660,4147.943311,4156.563907,4165.509581,4144.791379,4162.042175,4189.359028
alternating03,4682.744088,4694.835681,4700.720777,4683.475139,4683.840749,4676.539361,4694.101080,4683.109585,4684.937925,4696.673190
alternating31,6101.281269,6108.396268,6111.790199,6114.168195,6117.568545,6102.296683,6117.568545,6113.148827,6116.207951,6113.828368
alternating32,6811.989101,6815.365551,6807.773239,6798.516687,6805.246226,6803.983423,6817.055032,6796.836382,6817.055032,6814.521125
fixed0,3195.909236,3197.697658,3186.997052,3195.653911,3187.759005,3198.209003,3194.633017,3194.122814,3184.206337,3199.488082
fixed1,5688.870501,5703.914960,5709.243785,5686.223830,5707.466404,5708.651201,5689.164727,5700.663350,5708.947478,5688.576304
fixed2,6993.006993,7031.449757,7006.369427,7019.783025,7022.471910,7019.783025,7031.000320,7008.154944,6998.345846,7021.127210
fixed3,8667.559688,8626.097867,8666.876773,8647.798742,8664.828673,8652.560371,8680.555556,8658.008658,8628.127696,8679.185735
